TIME,MA5,MA10,MA30
Sat Apr 11 18:10:27 2020,MA5:7102.42,MA10:6969.03,MA30:6340.31
TIME,MA5,MA10,MA30
Sat Apr 11 18:10:32 2020,MA5:7102.32,MA10:6968.98,MA30:6340.29
